eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
PS1992029,ps1992-ph,1903,12,28,2,56,0.0,nan,127.0,7.0,nan,nan,nan,60.0,nan,7.0,nan,
610548604,ISC-GEM,1905,5,31,18,23,32.0,nan,120.203,18.895,132.9,24.9,nan,15.0,5.0,6.8,0.46,
610548621,ISC-GEM,1905,12,10,18,9,58.0,nan,125.858,13.445,32.0,18.4,nan,15.0,6.3,6.8,0.2,
16957908,ISC-GEM,1906,6,19,11,22,36.0,nan,122.582,19.008,28.0,15.4,nan,15.0,25.0,7.09,0.3,
610548667,ISC-GEM,1906,10,29,1,15,53.0,nan,128.202,0.185,49.7,16.8,nan,15.0,25.0,6.35,0.31,
16957953,ISC-GEM,1907,4,18,20,59,53.0,nan,122.72,14.39,23.2,14.4,nan,15.0,25.0,7.52,0.56,
610548684,ISC-GEM,1907,5,25,11,50,28.0,nan,119.791,-0.595,21.5,15.2,nan,35.0,19.8,6.39,0.2,
610548686,ISC-GEM,1907,6,24,3,36,12.0,nan,118.921,1.948,35.9,13.7,nan,35.0,25.0,6.31,0.39,
16957967,ISC-GEM,1907,7,9,18,54,58.0,nan,121.796,15.152,40.5,15.7,nan,15.0,10.6,6.82,0.48,
16957968,ISC-GEM,1907,7,20,13,38,22.0,nan,126.188,8.316,39.2,16.8,nan,35.0,26.6,7.06,0.22,
610326336,ISC-GEM,1907,11,24,13,58,37.0,nan,122.541,13.359,29.6,16.3,nan,15.0,3.8,6.59,0.23,
16957992,ISC-GEM,1908,5,5,6,17,47.0,nan,125.487,0.513,20.4,15.0,nan,35.0,13.2,7.26,0.23,
16958027,ISC-GEM,1909,4,25,22,35,50.0,nan,127.123,3.117,34.3,13.4,nan,35.0,14.2,6.5,0.29,
16958104,ISC-GEM,1910,9,1,0,44,29.0,nan,121.617,20.741,59.9,17.3,nan,15.0,14.7,6.99,0.29,
16958127,ISC-GEM,1910,12,16,14,44,55.0,nan,126.017,4.668,28.0,11.9,nan,15.0,43.9,7.61,0.2,
PS1992091,ps1992-ph,1911,7,12,4,7,0.0,nan,126.0,9.0,nan,nan,nan,50.0,nan,7.4,nan,
16958154,ISC-GEM,1911,7,12,4,7,38.0,nan,127.029,8.488,17.2,8.8,nan,15.0,5.0,7.7,0.32,
PS1992099,ps1992-ph,1912,8,17,19,11,0.0,nan,127.0,4.0,nan,nan,nan,60.0,nan,7.2,nan,
16958206,ISC-GEM,1912,8,17,19,11,56.0,nan,125.973,3.568,18.8,8.6,nan,35.0,30.6,7.49,0.2,
16958224,ISC-GEM,1912,12,23,23,56,12.0,nan,122.745,-0.676,20.1,12.1,nan,35.0,35.9,6.67,0.32,
914029,ISC-GEM,1913,1,11,13,16,58.0,nan,121.928,1.373,10.8,8.3,nan,35.0,25.0,7.11,0.2,
914043,ISC-GEM,1913,3,14,8,45,5.0,nan,125.891,5.544,20.3,8.4,nan,15.0,14.7,7.88,0.33,
914047,ISC-GEM,1913,3,26,21,35,49.0,nan,126.719,1.928,56.3,35.7,nan,70.0,20.0,6.21,0.2,
914055,ISC-GEM,1913,4,18,13,13,21.0,nan,125.725,8.21,34.3,16.5,nan,15.0,16.3,6.27,0.38,
914058,ISC-GEM,1913,4,24,10,15,25.0,nan,125.813,9.895,17.2,12.9,nan,15.0,18.0,6.63,0.21,
914060,ISC-GEM,1913,4,25,17,56,33.0,nan,126.843,9.265,23.9,9.0,nan,15.0,11.8,7.19,0.48,
914062,ISC-GEM,1913,4,26,4,21,5.0,nan,127.845,8.698,44.7,21.5,nan,15.0,25.0,6.45,0.32,
914063,ISC-GEM,1913,4,28,18,39,26.0,nan,125.291,9.275,26.9,9.9,nan,15.0,16.1,6.33,0.32,
914014,ISC-GEM,1914,10,23,6,18,45.0,nan,128.022,4.206,24.4,12.2,nan,35.0,31.1,7.48,0.34,
913886,ISC-GEM,1915,3,12,14,48,32.0,nan,122.695,11.844,20.9,10.3,nan,15.0,6.5,6.82,0.39,
913921,ISC-GEM,1915,7,2,13,23,29.0,nan,120.313,19.723,49.4,7.7,nan,15.0,16.0,5.96,0.38,
913952,ISC-GEM,1915,11,18,20,19,26.0,nan,119.21,17.941,18.9,10.0,nan,15.0,25.0,6.27,0.21,
913764,ISC-GEM,1916,2,14,10,1,46.0,nan,126.465,3.544,27.4,8.8,nan,70.0,19.1,6.44,0.2,
913812,ISC-GEM,1916,6,9,21,24,26.0,nan,126.867,6.243,20.2,14.5,nan,35.0,40.3,6.31,0.31,
913834,ISC-GEM,1916,8,8,18,53,9.0,nan,120.345,18.848,23.3,11.7,nan,15.0,10.2,6.03,0.28,
16958303,ISC-GEM,1916,8,28,7,27,5.0,nan,122.258,21.855,44.1,25.8,nan,15.0,25.0,6.96,0.21,
913413,ISC-GEM,1917,2,18,1,22,47.0,nan,123.238,11.287,29.8,17.1,nan,15.0,25.0,5.88,0.27,
913420,ISC-GEM,1917,2,25,5,45,58.0,nan,125.743,12.969,22.4,20.2,nan,15.0,13.1,6.07,0.2,
913702,ISC-GEM,1917,11,16,22,17,3.0,nan,126.594,5.409,14.2,8.8,nan,65.0,24.0,6.62,0.21,
913138,ISC-GEM,1918,5,4,6,6,11.0,nan,120.041,21.569,18.5,11.3,nan,15.0,7.9,6.37,0.51,
913190,ISC-GEM,1918,7,1,6,8,35.0,nan,126.478,8.945,18.9,10.6,nan,35.0,15.8,6.75,0.2,
913230,ISC-GEM,1918,8,15,12,18,24.0,nan,123.994,5.538,18.4,10.5,nan,20.0,25.0,8.3,0.4,
913232,ISC-GEM,1918,8,15,17,30,11.0,nan,125.751,5.232,13.6,10.3,nan,15.0,23.1,6.74,0.51,
PS1992152,ps1992-ph,1919,1,1,1,33,0.0,nan,126.0,8.0,nan,nan,nan,60.0,nan,7.0,nan,
912699,ISC-GEM,1919,1,1,1,33,50.0,nan,126.526,6.808,12.3,8.3,nan,35.0,32.9,7.21,0.41,
912747,ISC-GEM,1919,3,21,1,2,43.0,nan,120.049,14.323,22.2,18.1,nan,35.0,11.0,6.68,0.2,
912770,ISC,1919,4,27,0,22,0.06,0.78,120.4099,12.3529,17.86,9.228,110.0,15.0,nan,6.66,0.326,
912960,ISC-GEM,1919,9,26,9,6,55.0,nan,119.987,17.519,18.1,12.3,nan,35.0,19.7,6.71,0.27,
912961,ISC-GEM,1919,9,26,19,39,43.0,nan,124.214,6.864,13.7,9.5,nan,35.0,25.0,6.6,0.2,
912496,ISC-GEM,1920,5,19,3,10,53.0,nan,119.305,2.511,20.7,10.6,nan,35.0,25.0,6.26,0.29,
912572,ISC-GEM,1920,8,3,3,1,59.0,nan,127.892,5.901,21.2,10.7,nan,15.0,25.0,6.28,0.2,
912574,ISC-GEM,1920,8,5,19,1,22.0,nan,122.63,19.596,49.1,26.6,nan,15.0,25.0,5.81,0.2,
912164,ISC-GEM,1921,2,14,1,0,51.0,nan,128.892,5.146,32.4,11.9,nan,15.0,25.0,6.32,0.21,
912226,ISC-GEM,1921,5,14,11,17,55.0,nan,118.938,0.677,18.1,10.6,nan,35.0,25.0,6.52,0.32,
912236,ISC-GEM,1921,5,21,8,42,12.0,nan,125.635,12.67,20.0,11.3,nan,35.0,11.1,6.5,0.43,
912362,ISC-GEM,1921,11,11,18,36,18.0,nan,127.151,7.452,15.9,7.9,nan,15.0,16.3,7.44,0.21,
911996,ISC-GEM,1922,8,29,17,1,7.0,nan,121.855,12.201,16.0,9.8,nan,15.0,3.1,6.77,0.26,
912010,ISC-GEM,1922,9,11,14,44,23.0,nan,122.921,-0.336,12.7,9.5,nan,35.0,40.1,6.43,0.43,
PS1992180,ps1992-ph,1923,3,2,16,48,0.0,nan,124.0,6.5,nan,nan,nan,60.0,nan,7.0,nan,
911301,ISC-GEM,1923,3,2,16,48,34.0,nan,124.873,7.641,12.9,9.8,nan,15.0,10.0,7.18,0.52,
911315,ISC-GEM,1923,3,16,22,1,44.0,nan,127.323,6.528,12.6,8.1,nan,35.0,16.6,6.89,0.3,
911334,ISC-GEM,1923,4,19,3,9,13.0,nan,117.432,2.536,12.2,8.1,nan,35.0,25.0,6.81,0.2,
911497,ISC-GEM,1923,8,11,0,54,43.0,nan,118.26,5.252,13.7,10.0,nan,35.0,25.0,6.55,0.2,
910909,ISC-GEM,1924,4,13,13,48,5.0,nan,117.51,0.701,12.9,9.1,nan,35.0,25.0,6.2,0.2,
910911,ISC-GEM,1924,4,14,16,20,37.0,nan,126.167,6.625,11.4,7.0,nan,15.0,51.3,8.12,0.66,
910934,ISC-GEM,1924,5,3,11,19,37.0,nan,126.604,0.31,51.6,22.7,nan,35.0,15.8,5.85,0.6,
910942,ISC-GEM,1924,5,6,16,9,27.0,nan,119.261,15.899,10.2,7.9,nan,15.0,10.8,6.86,0.41,
910955,ISC-GEM,1924,5,16,12,50,57.0,nan,124.917,11.025,31.1,22.0,nan,15.0,13.3,5.95,0.45,
911077,ISC-GEM,1924,8,30,3,4,59.0,nan,126.942,8.982,10.7,7.1,nan,15.0,16.2,7.19,0.42,
911107,ISC-GEM,1924,9,11,3,25,42.0,nan,126.771,5.795,22.8,13.2,nan,35.0,40.3,6.48,0.2,
911120,ISC-GEM,1924,9,14,14,8,8.0,nan,127.467,9.9,31.1,11.8,nan,15.0,25.0,6.51,0.2,
910439,ISC-GEM,1925,4,7,18,5,41.0,nan,126.722,7.569,15.2,8.4,nan,25.0,36.0,6.37,0.2,
910450,ISC-GEM,1925,4,16,19,52,40.0,nan,121.096,21.786,6.7,4.9,nan,15.0,10.6,7.13,0.36,
910473,ISC-GEM,1925,5,3,17,21,46.0,nan,126.303,1.223,12.5,6.4,nan,15.0,21.0,7.13,0.24,
910478,ISC-GEM,1925,5,5,10,6,14.0,nan,123.044,9.798,9.2,7.0,nan,15.0,4.5,6.82,0.48,
910488,ISC-GEM,1925,5,7,12,11,43.0,nan,125.672,12.85,17.9,14.3,nan,35.0,13.1,6.23,0.3,
910513,ISC-GEM,1925,5,25,3,43,19.0,nan,121.992,12.586,13.8,8.9,nan,35.0,13.5,6.35,0.31,
910715,ISC-GEM,1925,10,18,8,26,1.0,nan,126.408,4.8,43.4,13.7,nan,35.0,35.9,5.97,0.61,
910734,ISC-GEM,1925,11,13,12,14,50.0,nan,124.719,12.734,8.8,5.9,nan,20.0,53.1,7.24,0.2,
910735,ISC-GEM,1925,11,14,8,10,56.0,nan,125.434,12.311,14.5,9.1,nan,35.0,11.1,6.06,0.7,
910783,ISC-GEM,1925,12,26,18,23,45.0,nan,125.695,8.945,23.0,14.4,nan,20.0,27.9,6.48,0.2,
909714,ISC-GEM,1926,1,18,16,55,56.0,nan,124.857,6.176,26.3,11.7,nan,15.0,19.1,5.98,0.2,
909755,ISC-GEM,1926,3,4,9,30,57.0,nan,127.699,4.759,10.5,7.8,nan,15.0,31.3,6.57,0.24,
909845,ISC-GEM,1926,5,20,7,2,18.0,nan,124.928,5.548,11.1,8.1,nan,35.0,13.4,6.55,0.2,
909928,ISC-GEM,1926,7,10,10,51,11.0,nan,126.035,0.585,9.1,7.5,nan,15.0,15.4,6.63,0.23,
909963,ISC-GEM,1926,8,2,5,1,34.0,nan,123.99,13.438,9.4,7.3,nan,15.0,18.3,6.74,0.29,
910150,ISC-GEM,1926,10,11,7,26,40.0,nan,124.271,7.644,29.6,23.5,nan,15.0,7.9,5.91,0.2,
910250,ISC-GEM,1926,11,27,5,19,28.0,nan,124.808,11.415,13.3,11.4,nan,15.0,42.1,6.29,0.26,
9342024,ISC-GEM,1927,1,12,0,5,33.0,nan,119.934,15.258,27.4,10.4,nan,36.0,15.4,5.94,0.2,
909085,ISC-GEM,1927,2,5,7,36,20.0,nan,126.916,11.846,20.6,15.2,nan,15.0,25.0,5.82,0.2,
909103,ISC-GEM,1927,2,18,22,56,22.0,nan,125.924,4.788,27.7,16.3,nan,35.0,23.1,5.96,0.2,
909108,ISC-GEM,1927,2,21,12,25,11.0,nan,121.893,-0.801,12.5,8.5,nan,35.0,8.3,6.01,0.2,
909215,ISC-GEM,1927,4,23,13,20,38.0,nan,121.002,19.069,17.2,8.9,nan,35.0,13.6,5.69,0.21,
909247,ISC-GEM,1927,5,13,15,13,3.0,nan,120.47,13.539,15.2,12.7,nan,35.0,52.6,5.73,0.25,
909271,ISC-GEM,1927,5,22,11,56,48.0,nan,125.996,13.834,16.8,11.4,nan,35.0,25.0,5.84,0.2,
909320,ISC-GEM,1927,6,6,5,35,44.0,nan,127.382,8.438,38.1,23.5,nan,35.0,12.4,5.86,0.2,
909324,ISC-GEM,1927,6,7,9,36,34.0,nan,126.642,9.928,40.8,23.0,nan,15.0,14.5,5.62,0.2,
909337,ISC-GEM,1927,6,14,9,24,10.0,nan,126.552,7.046,32.1,19.4,nan,35.0,32.9,5.79,0.29,
909342,ISC-GEM,1927,6,18,0,56,5.0,nan,119.173,17.562,21.4,8.6,nan,15.0,25.0,5.74,0.2,
909353,ISC-GEM,1927,6,28,1,42,3.0,nan,119.426,12.072,34.2,11.0,nan,15.0,25.0,5.58,0.2,
909439,ISC-GEM,1927,8,8,18,43,55.0,nan,118.382,1.758,29.3,9.9,nan,35.0,25.0,5.69,0.34,
909450,ISC-GEM,1927,8,13,11,46,27.0,nan,126.252,12.062,24.6,15.1,nan,15.0,6.4,5.65,0.27,
909476,ISC-GEM,1927,8,25,16,52,40.0,nan,125.768,3.218,33.0,28.1,nan,15.0,51.0,5.62,0.2,
909631,ISC-GEM,1927,11,16,21,10,10.0,nan,125.902,6.682,11.0,5.5,nan,35.0,51.3,6.96,0.34,
909635,ISC-GEM,1927,11,17,22,35,22.0,nan,126.81,6.6,25.7,12.6,nan,35.0,34.3,5.53,0.2,
909636,ISC-GEM,1927,11,18,3,24,47.0,nan,125.986,9.564,14.9,8.9,nan,35.0,23.1,6.33,0.34,
909645,ISC-GEM,1927,11,20,17,14,48.0,nan,120.307,1.356,35.9,21.9,nan,15.0,25.0,5.49,0.21,
909657,ISC-GEM,1927,12,1,4,37,24.0,nan,120.751,-0.881,12.7,11.4,nan,20.0,25.0,6.21,0.27,
908474,ISC-GEM,1928,1,27,22,22,32.0,nan,122.075,21.53,21.0,11.2,nan,15.0,25.0,5.91,0.3,
908507,ISC-GEM,1928,2,23,9,20,39.0,nan,121.788,21.128,25.1,11.9,nan,15.0,25.0,5.68,0.2,
908527,ISC-GEM,1928,3,9,10,53,30.0,nan,128.042,3.951,18.6,8.4,nan,35.0,31.1,5.91,0.23,
908533,ISC-GEM,1928,3,12,16,55,48.0,nan,124.909,10.348,56.7,26.8,nan,15.0,15.1,5.68,0.21,
908560,ISC-GEM,1928,3,26,5,26,25.0,nan,125.355,1.019,14.9,8.4,nan,35.0,26.5,6.26,0.32,
908649,ISC-GEM,1928,4,27,13,48,49.0,nan,120.348,20.791,20.9,10.0,nan,15.0,8.9,5.54,0.2,
908741,ISC-GEM,1928,6,15,6,12,42.0,nan,121.145,12.856,8.7,5.7,nan,25.0,28.1,6.99,0.56,
908750,ISC-GEM,1928,6,18,21,56,43.0,nan,129.176,2.121,47.2,20.1,nan,15.0,12.7,5.74,0.2,
908761,ISC-GEM,1928,6,29,19,39,52.0,nan,127.133,4.351,25.6,14.0,nan,25.0,25.4,5.97,0.2,
908824,ISC-GEM,1928,8,5,14,41,58.0,nan,119.621,15.699,14.2,10.9,nan,35.0,13.3,6.16,0.22,
908827,ISC-GEM,1928,8,12,8,8,41.0,nan,126.962,1.908,11.4,7.1,nan,15.0,37.4,6.12,0.23,
908888,ISC-GEM,1928,9,13,3,26,27.0,nan,126.011,1.927,12.1,7.5,nan,35.0,20.6,6.41,0.28,
908909,ISC-GEM,1928,9,24,9,12,33.0,nan,125.423,0.206,29.3,13.1,nan,35.0,16.7,5.58,0.2,
908953,ISC-GEM,1928,11,3,9,5,54.0,nan,122.324,19.802,56.0,11.4,nan,15.0,12.9,5.73,0.2,
908972,ISC-GEM,1928,11,21,16,59,59.0,nan,120.316,14.999,23.7,11.2,nan,15.0,27.4,5.93,0.2,
909023,ISC-GEM,1928,12,19,11,37,19.0,nan,124.245,6.707,11.5,6.2,nan,25.0,25.0,7.42,0.66,
909032,ISC-GEM,1928,12,28,14,19,43.0,nan,123.345,7.712,11.6,6.5,nan,15.0,19.3,6.77,0.29,
907857,ISC-GEM,1929,1,16,8,6,11.0,nan,120.812,16.51,8.8,6.5,nan,25.0,9.7,6.42,0.48,
907866,ISC-GEM,1929,1,20,14,54,16.0,nan,128.312,1.236,13.2,10.2,nan,35.0,7.2,5.96,0.2,
907919,ISC-GEM,1929,2,28,0,13,0.0,nan,123.427,0.891,40.4,34.4,nan,35.0,8.1,5.55,0.2,
907956,ISC-GEM,1929,3,20,21,10,34.0,nan,120.187,19.113,16.0,9.7,nan,15.0,5.0,5.96,0.51,
907990,ISC-GEM,1929,4,5,8,26,48.0,nan,121.176,19.866,32.0,11.0,nan,15.0,10.4,5.64,0.21,
908140,ISC-GEM,1929,6,13,9,24,43.0,nan,126.0,8.053,9.6,7.2,nan,35.0,25.1,7.21,0.34,
908176,ISC-GEM,1929,6,30,2,44,52.0,nan,126.896,8.813,12.2,7.0,nan,30.0,16.2,6.44,0.2,
908226,ISC-GEM,1929,7,21,13,15,59.0,nan,124.713,13.658,19.0,11.2,nan,35.0,10.5,5.75,0.2,
908227,ISC-GEM,1929,7,23,14,45,37.0,nan,128.19,4.498,32.1,23.7,nan,15.0,35.6,5.68,0.2,
908282,ISC-GEM,1929,8,21,9,26,38.0,nan,122.087,13.776,28.8,19.2,nan,35.0,25.0,5.65,0.34,
908296,ISC-GEM,1929,9,2,11,12,42.0,nan,126.981,8.181,14.1,10.5,nan,35.0,15.6,6.13,0.2,
908315,ISC-GEM,1929,9,19,11,3,54.0,nan,127.73,8.858,41.8,17.4,nan,15.0,25.0,5.73,0.2,
908385,ISC-GEM,1929,11,13,0,34,26.0,nan,125.302,2.675,79.9,15.1,nan,15.0,19.5,6.07,0.21,
908393,ISC-GEM,1929,11,18,5,40,55.0,nan,126.943,6.462,51.7,27.6,nan,15.0,34.3,6.07,0.2,
907236,ISC-GEM,1930,2,24,20,50,30.0,nan,121.814,-0.489,22.3,13.0,nan,35.0,24.5,5.89,0.2,
907275,ISC-GEM,1930,3,15,3,56,38.0,nan,127.207,2.817,57.8,10.9,nan,35.0,14.2,5.69,0.42,
907303,ISC-GEM,1930,4,2,4,14,28.0,nan,125.589,3.779,29.7,14.8,nan,15.0,25.0,5.74,0.2,
907304,ISC-GEM,1930,4,2,19,54,50.0,nan,127.083,4.398,17.7,9.3,nan,35.0,25.4,5.84,0.2,
907410,ISC-GEM,1930,5,19,15,3,45.0,nan,121.232,21.439,7.7,5.1,nan,15.0,9.2,6.0,0.2,
907443,ISC-GEM,1930,6,11,10,23,59.0,nan,128.557,7.924,59.1,24.2,nan,15.0,25.0,5.77,0.2,
907610,ISC-GEM,1930,9,24,7,38,9.0,nan,128.93,11.258,63.5,20.8,nan,35.0,25.0,5.77,0.35,
907611,ISC-GEM,1930,9,24,12,6,53.0,nan,127.177,9.699,16.0,10.5,nan,15.0,11.8,6.02,0.27,
907626,ISC-GEM,1930,10,1,2,53,13.0,nan,122.277,17.14,15.7,9.8,nan,35.0,24.2,5.91,0.2,
906588,ISC-GEM,1931,1,24,13,41,18.0,nan,126.036,10.442,11.8,7.2,nan,35.0,19.6,6.11,0.3,
906642,ISC-GEM,1931,2,27,9,37,44.0,nan,126.126,2.052,10.6,5.8,nan,35.0,20.6,6.44,0.2,
906681,ISC-GEM,1931,3,18,20,13,41.0,nan,126.276,5.822,8.0,6.3,nan,35.0,35.4,6.65,0.37,
906682,ISC-GEM,1931,3,19,6,25,2.0,nan,120.382,18.104,6.5,5.3,nan,15.0,27.6,6.68,0.37,
906684,ISC-GEM,1931,3,22,15,7,17.0,nan,122.381,15.602,27.0,11.7,nan,15.0,13.1,5.84,0.2,
906801,ISC-GEM,1931,5,29,8,26,20.0,nan,120.626,13.189,44.3,18.9,nan,35.0,18.4,5.55,0.2,
906870,ISC-GEM,1931,7,12,16,45,29.0,nan,123.889,12.71,7.9,6.3,nan,15.0,8.0,6.47,0.2,
907099,ISC-GEM,1931,10,28,5,35,19.0,nan,120.875,18.871,11.1,6.8,nan,25.0,13.6,6.19,0.36,
906146,ISC-GEM,1932,5,14,13,11,3.0,nan,125.884,0.386,8.1,6.4,nan,15.0,5.2,7.7,0.4,
906213,ISC-GEM,1932,6,8,14,54,32.0,nan,125.779,8.146,16.2,11.2,nan,35.0,25.1,5.77,0.2,
906223,ISC-GEM,1932,6,13,20,57,36.0,nan,119.432,18.224,9.0,8.3,nan,15.0,4.1,6.08,0.26,
906224,ISC-GEM,1932,6,14,5,59,35.0,nan,120.959,18.323,8.4,7.1,nan,35.0,18.9,6.11,0.26,
906284,ISC-GEM,1932,7,11,8,21,34.0,nan,125.289,12.34,22.4,15.1,nan,35.0,11.1,5.82,0.2,
906313,ISC-GEM,1932,7,30,12,13,49.0,nan,119.794,-0.752,18.2,11.3,nan,35.0,25.0,5.77,0.23,
906320,ISC-GEM,1932,8,5,0,45,48.0,nan,122.522,17.691,54.1,31.3,nan,15.0,7.2,5.63,0.2,
906349,ISC-GEM,1932,8,24,12,10,35.0,nan,120.381,16.456,10.4,7.6,nan,15.0,8.6,6.09,0.21,
906370,ISC-GEM,1932,9,15,11,13,20.0,nan,120.658,5.947,10.8,8.0,nan,15.0,25.0,6.17,0.28,
906486,ISC-GEM,1932,12,4,8,11,17.0,nan,121.039,2.433,7.3,5.3,nan,15.0,4.5,6.99,0.48,
906501,ISC-GEM,1932,12,15,19,33,45.0,nan,121.072,20.984,7.5,5.0,nan,35.0,21.8,5.95,0.2,
906502,ISC-GEM,1932,12,16,7,14,20.0,nan,125.974,7.193,22.0,13.3,nan,15.0,20.8,5.86,0.36,
905403,ISC-GEM,1933,2,22,3,47,55.0,nan,126.658,4.24,46.1,16.7,nan,25.0,23.2,5.68,0.2,
905427,ISC-GEM,1933,3,3,2,19,32.0,nan,120.225,15.745,11.9,7.1,nan,15.0,15.4,5.78,0.2,
905474,ISC-GEM,1933,3,17,19,32,30.0,nan,127.118,6.253,7.9,7.0,nan,35.0,34.3,6.63,0.46,
905621,ISC-GEM,1933,6,6,2,28,26.0,nan,120.46,13.248,11.5,8.6,nan,35.0,18.4,6.17,0.37,
905754,ISC-GEM,1933,8,7,12,34,49.0,nan,127.15,10.36,27.7,22.8,nan,15.0,25.0,5.75,0.32,
905767,ISC-GEM,1933,8,20,11,45,9.0,nan,124.847,13.185,9.2,6.8,nan,20.0,4.6,6.29,0.32,
905833,ISC-GEM,1933,9,25,13,45,53.0,nan,126.135,6.002,15.0,7.1,nan,35.0,36.5,5.95,0.2,
905940,ISC-GEM,1933,12,2,8,43,8.0,nan,122.136,20.478,11.2,8.2,nan,15.0,24.1,5.78,0.2,
904747,ISC-GEM,1934,1,16,18,39,49.0,nan,124.95,5.986,11.8,7.9,nan,35.0,19.1,6.14,0.2,
904793,ISC-GEM,1934,2,14,3,59,39.0,nan,119.292,17.496,4.9,4.5,nan,15.0,4.6,7.5,0.2,
904882,ISC-GEM,1934,4,12,3,20,47.0,nan,120.228,19.532,9.4,6.5,nan,15.0,7.2,5.75,0.28,
904890,ISC-GEM,1934,4,15,22,15,22.0,nan,126.662,7.689,8.7,6.8,nan,35.0,36.0,7.17,0.46,
904903,ISC-GEM,1934,4,26,13,39,41.0,nan,122.88,1.055,11.4,10.7,nan,35.0,8.8,5.75,0.23,
904923,ISC-GEM,1934,5,7,1,54,58.0,nan,127.773,9.432,29.0,19.2,nan,15.0,25.0,5.75,0.2,
904924,ISC-GEM,1934,5,7,4,6,40.0,nan,127.106,9.192,24.4,17.7,nan,15.0,16.2,5.63,0.2,
904934,ISC-GEM,1934,5,13,17,3,0.0,nan,121.641,17.988,21.5,9.7,nan,35.0,10.8,5.6,0.2,
905064,ISC-GEM,1934,7,21,4,37,31.0,nan,120.283,16.384,17.8,9.2,nan,15.0,8.6,5.82,0.2,
905084,ISC-GEM,1934,7,31,5,58,38.0,nan,120.075,14.879,10.5,8.3,nan,35.0,18.9,5.87,0.28,
905151,ISC-GEM,1934,9,6,2,16,37.0,nan,125.905,7.149,17.9,12.9,nan,15.0,20.8,5.69,0.45,
905160,ISC-GEM,1934,9,11,8,13,36.0,nan,122.779,-0.207,16.0,11.0,nan,35.0,33.6,5.69,0.33,
905242,ISC-GEM,1934,10,30,20,53,2.0,nan,125.281,7.591,33.3,20.0,nan,15.0,23.9,5.67,0.35,
905287,ISC-GEM,1934,11,26,12,9,12.0,nan,120.414,13.763,6.9,6.3,nan,35.0,27.7,6.2,0.44,
905289,ISC-GEM,1934,11,27,6,14,12.0,nan,127.2,2.263,7.8,5.8,nan,15.0,17.1,6.36,0.36,
904036,ISC-GEM,1935,1,11,0,8,22.0,nan,120.097,18.894,16.6,11.6,nan,15.0,5.0,6.01,0.35,
904081,ISC-GEM,1935,2,7,17,29,7.0,nan,122.874,13.527,11.6,9.4,nan,15.0,17.6,6.04,0.2,
904167,ISC-GEM,1935,3,24,14,26,54.0,nan,123.578,21.841,11.6,6.2,nan,15.0,25.0,5.47,0.36,
904271,ISC-GEM,1935,5,7,5,55,27.0,nan,126.269,5.656,16.0,8.7,nan,15.0,24.0,5.96,0.55,
904298,ISC-GEM,1935,5,24,5,36,41.0,nan,124.941,12.086,8.9,5.9,nan,45.0,14.8,6.79,0.42,
904347,ISC-GEM,1935,6,18,22,27,46.0,nan,125.592,12.408,9.3,8.1,nan,25.0,11.1,5.96,0.2,
904445,ISC-GEM,1935,8,1,14,6,38.0,nan,125.821,11.732,10.5,7.2,nan,25.0,16.2,6.19,0.36,
904572,ISC-GEM,1935,10,10,20,8,10.0,nan,126.6,11.4,27.1,20.4,nan,15.0,5.1,5.77,0.2,
904633,ISC-GEM,1935,11,5,20,57,19.0,nan,126.637,5.158,21.3,15.3,nan,15.0,35.9,6.07,0.22,
904716,ISC-GEM,1935,12,22,12,24,12.0,nan,126.87,9.861,29.0,17.4,nan,15.0,12.7,5.6,0.2,
903538,ISC-GEM,1936,4,1,2,9,27.0,nan,126.379,4.264,7.5,5.8,nan,35.0,6.7,7.75,0.32,
903554,ISC-GEM,1936,4,10,16,53,43.0,nan,124.878,6.138,19.5,9.0,nan,25.0,19.1,5.68,0.46,
903582,ISC-GEM,1936,4,25,4,36,24.0,nan,124.714,9.659,34.6,15.1,nan,25.0,14.9,5.6,0.64,
903666,ISC-GEM,1936,6,5,14,37,19.0,nan,123.677,0.505,18.6,11.2,nan,35.0,27.8,5.86,0.2,
903734,ISC-GEM,1936,7,5,18,55,15.0,nan,126.804,6.04,7.2,6.8,nan,35.0,40.3,6.78,0.27,
903735,ISC-GEM,1936,7,6,1,55,19.0,nan,127.624,3.984,22.0,16.0,nan,15.0,25.0,5.75,0.3,
903785,ISC-GEM,1936,8,13,20,2,46.0,nan,126.373,8.842,9.5,6.5,nan,35.0,15.8,6.56,0.35,
903796,ISC-GEM,1936,8,22,6,51,34.0,nan,121.24,21.963,4.4,3.6,nan,15.0,4.0,7.13,0.58,
903861,ISC-GEM,1936,10,3,21,50,12.0,nan,122.806,1.251,7.8,6.3,nan,25.0,10.9,6.43,0.23,
903864,ISC-GEM,1936,10,5,6,8,39.0,nan,122.61,8.914,15.7,10.1,nan,35.0,9.0,5.86,0.31,
903866,ISC-GEM,1936,10,5,9,44,21.0,nan,126.276,1.668,7.3,5.7,nan,15.0,20.8,6.96,0.21,
903873,ISC-GEM,1936,10,10,3,8,14.0,nan,127.46,6.893,15.5,10.9,nan,15.0,16.2,5.73,0.2,
